,Date,Brand,Product,Issue,Nb_affected_models,Category,Published by,Audience,Recall type,Recall Category,Year,Month
0,2011-01-12,MILLER,Light Trailer recalled by MILLER ELECTRIC,Suspension,2,Light Trailer,Transport Canada,General public,automotive recall,Vehicles,2011,January
1,2011-01-18,SPARTAN,Truck - Med. & H.D. recalled by SPARTAN,Suspension,4,Truck - Med. & H.D.,Transport Canada,General public,automotive recall,Vehicles,2011,January
2,2011-01-19,DUTCHMEN,RV Trailer recalled by DUTCHMEN,Fuel Supply,2,RV Trailer,Transport Canada,General public,automotive recall,Vehicles,2011,January
3,2011-01-19,TRIUMPH,Motorcycle recalled by TRIUMPH,Engine,2,Motorcycle,Transport Canada,General public,automotive recall,Vehicles,2011,January
4,2011-01-19,DUCATI,Motorcycle recalled by DUCATI,Engine,1,Motorcycle,Transport Canada,General public,automotive recall,Vehicles,2011,January
5,2011-01-19,CASTLETON,Heavy Trailer recalled by CASTLETON,Accessories,6,Heavy Trailer,Transport Canada,General public,automotive recall,Vehicles,2011,January
6,2011-01-21,CADILLAC,Light Truck & Van recalled by GENERAL MOTORS,Suspension,14,Light Truck & Van,Vehicles - SUV,General public,automotive recall,Vehicles,2011,January
7,2011-01-28,VAN-ACTION,Minivan recalled by VAN-ACTION 2005,Brakes,12,Minivan,Transport Canada,General public,automotive recall,Vehicles,2011,January
8,2011-01-28,INTERNATIONAL,Truck - Med. & H.D. recalled by NAVISTAR,Powertrain,1,Truck - Med. & H.D.,Transport Canada,General public,automotive recall,Vehicles,2011,January
9,2011-02-02,DUCATI,Motorcycle recalled by DUCATI,Fuel Supply,14,Motorcycle,Transport Canada,General public,automotive recall,Vehicles,2011,February
10,2011-02-02,COACHMEN,RV Trailer recalled by COACHMEN,Accessories,2,RV Trailer,Transport Canada,General public,automotive recall,Vehicles,2011,February
11,2011-02-08,CADILLAC,SUV recalled by GENERAL MOTORS,Seats And Restraints,3,SUV,Transport Canada,General public,automotive recall,Vehicles,2011,February
12,2011-02-11,FORD,Light Truck & Van recalled by FORD,Other,2,Light Truck & Van,Transport Canada,General public,automotive recall,Vehicles,2011,February
13,2011-02-14,BMW,Motorcycle recalled by BMW,Electrical,3,Motorcycle,Transport Canada,General public,automotive recall,Vehicles,2011,February
14,2011-02-14,MCI,Bus recalled by MOTOR COACH INDUSTRIES,Other,23,Bus,Transport Canada,General public,automotive recall,Vehicles,2011,February
15,2011-02-14,TRIPLE E,Motorhome recalled by TRIPLE E,Other,1,Motorhome,Transport Canada,General public,automotive recall,Vehicles,2011,February
16,2011-02-14,NOVA BUS,Bus recalled by NOVA BUS,Fuel Supply,2,Bus,Transport Canada,General public,automotive recall,Vehicles,2011,February
17,2011-02-14,ITASCA,Motorhome recalled by WINNEBAGO INDUSTRIES,Electrical,4,Motorhome,Transport Canada,General public,automotive recall,Vehicles,2011,February
18,2011-02-14,NITTO,Tire recalled by TOYO,Tires,3,Tire,Transport Canada,General public,automotive recall,Vehicles,2011,February
19,2011-02-14,BLUE BIRD,School Bus recalled by BLUE BIRD,Structure,1,School Bus,Transport Canada,General public,automotive recall,Vehicles,2011,February
20,2011-02-14,ELGIN SWEEPER,Truck - Med. & H.D. recalled by ELGIN SWEEPER,Brakes,6,Truck - Med. & H.D.,Transport Canada,General public,automotive recall,Vehicles,2011,February
21,2011-02-14,NISSAN,SUV recalled by NISSAN,Fuel Supply,6,SUV,Transport Canada,General public,automotive recall,Vehicles,2011,February
22,2011-02-14,INFINITI,Light Truck & Van recalled by NISSAN,Fuel Supply,15,Light Truck & Van,Vehicles - SUV,General public,automotive recall,Vehicles,2011,February
23,2011-02-14,JEEP,SUV recalled by FIAT CHRYSLER AUTOMOBILES,Suspension,2,SUV,Transport Canada,General public,automotive recall,Vehicles,2011,February
24,2011-02-14,CHEVROLET,Car recalled by GENERAL MOTORS,Steering,12,Car,Transport Canada,General public,automotive recall,Vehicles,2011,February
25,2011-02-14,WILSON,Heavy Trailer recalled by WILSON,Structure,9,Heavy Trailer,Transport Canada,General public,automotive recall,Vehicles,2011,February
26,2011-02-14,AUTOCAR,Truck - Med. & H.D. recalled by AUTOCAR,Steering,2,Truck - Med. & H.D.,Transport Canada,General public,automotive recall,Vehicles,2011,February
27,2011-02-14,BLUE BIRD,School Bus recalled by BLUE BIRD,Electrical,1,School Bus,Transport Canada,General public,automotive recall,Vehicles,2011,February
28,2011-02-14,INFINITI,Light Truck & Van recalled by NISSAN,Brakes,11,Light Truck & Van,Vehicles - SUV,General public,automotive recall,Vehicles,2011,February
29,2011-02-14,CHEVROLET,Light Truck & Van recalled by GENERAL MOTORS,Heater And Defroster,4,Light Truck & Van,Transport Canada,General public,automotive recall,Vehicles,2011,February
30,2011-02-14,CADILLAC,Car recalled by GENERAL MOTORS,Brakes,5,Car,Transport Canada,General public,automotive recall,Vehicles,2011,February
31,2011-02-14,ELGIN SWEEPER,Truck - Med. & H.D. recalled by ELGIN SWEEPER,Steering,6,Truck - Med. & H.D.,Transport Canada,General public,automotive recall,Vehicles,2011,February
32,2011-02-14,ALUMA,Light Trailer recalled by ALUMA TOWER COMPANY,Accessories,1,Light Trailer,Transport Canada,General public,automotive recall,Vehicles,2011,February
33,2011-02-14,GOSHEN,Bus recalled by GOSHEN,Other,15,Bus,Transport Canada,General public,automotive recall,Vehicles,2011,February
34,2011-02-14,MICRO BIRD,School Bus recalled by MICRO BIRD,Other,1,School Bus,Transport Canada,General public,automotive recall,Vehicles,2011,February
35,2011-02-14,GIRARDIN,Bus recalled by MICRO BIRD,Other,16,Bus,Vehicles - School Bus,General public,automotive recall,Vehicles,2011,February
36,2011-02-14,INFINITI,Light Truck & Van recalled by NISSAN,Powertrain,6,Light Truck & Van,Vehicles - SUV,General public,automotive recall,Vehicles,2011,February
37,2011-02-14,NISSAN,Light Truck & Van recalled by NISSAN,Other,3,Light Truck & Van,Vehicles - SUV,General public,automotive recall,Vehicles,2011,February
38,2011-02-14,NISSAN,Light Truck & Van recalled by NISSAN,Airbag,3,Light Truck & Van,Vehicles - SUV,General public,automotive recall,Vehicles,2011,February
39,2011-02-14,GOSHEN,Bus recalled by GOSHEN,Other,15,Bus,Transport Canada,General public,automotive recall,Vehicles,2011,February
40,2011-02-14,VOLVO,Truck - Med. & H.D. recalled by VOLVO TRUCKS,Other,2,Truck - Med. & H.D.,Transport Canada,General public,automotive recall,Vehicles,2011,February
41,2011-02-14,MCI,Bus recalled by MOTOR COACH INDUSTRIES,Other,7,Bus,Transport Canada,General public,automotive recall,Vehicles,2011,February
42,2011-02-14,ENTEGRA COACH,Motorhome recalled by ENTEGRA COACH,Brakes,2,Motorhome,Transport Canada,General public,automotive recall,Vehicles,2011,February
43,2011-02-14,HONDA,Minivan recalled by HONDA,Brakes,4,Minivan,Vehicles - SUV,General public,automotive recall,Vehicles,2011,February
44,2011-02-14,INTERNATIONAL,Bus recalled by NAVISTAR,Brakes,48,Bus,Vehicles - School Bus,General public,automotive recall,Vehicles,2011,February
45,2011-02-14,THOMAS BUILT,School Bus recalled by DAIMLER TRUCK NORTH AMERICA,Other,4,School Bus,Transport Canada,General public,automotive recall,Vehicles,2011,February
46,2011-02-14,FREIGHTLINER,Truck - Med. & H.D. recalled by DAIMLER TRUCK NORTH AMERICA,Seats And Restraints,3,Truck - Med. & H.D.,Transport Canada,General public,automotive recall,Vehicles,2011,February
47,2011-02-14,HYUNDAI,Car recalled by HYUNDAI,Other,1,Car,Transport Canada,General public,automotive recall,Vehicles,2011,February
48,2011-02-14,MITSUBISHI,SUV recalled by MITSUBISHI,Fuel Supply,1,SUV,Transport Canada,General public,automotive recall,Vehicles,2011,February
49,2011-02-14,AUTOCAR,Truck - Med. & H.D. recalled by AUTOCAR,Structure,6,Truck - Med. & H.D.,Transport Canada,General public,automotive recall,Vehicles,2011,February
50,2011-02-14,NOVA BUS,Bus recalled by NOVA BUS,Other,4,Bus,Transport Canada,General public,automotive recall,Vehicles,2011,February
51,2011-02-14,TIFFIN,Motorhome recalled by TIFFIN,Other,3,Motorhome,Transport Canada,General public,automotive recall,Vehicles,2011,February
52,2011-02-14,METALFAB,Truck - Med. & H.D. recalled by METALFAB,Label,5,Truck - Med. & H.D.,Transport Canada,General public,automotive recall,Vehicles,2011,February
53,2011-02-14,METALFAB,Truck - Med. & H.D. recalled by METALFAB,Lights And Instruments,30,Truck - Med. & H.D.,Transport Canada,General public,automotive recall,Vehicles,2011,February
54,2011-02-14,MAZDA,SUV recalled by MAZDA,Seats And Restraints,1,SUV,Transport Canada,General public,automotive recall,Vehicles,2011,February
55,2011-02-14,TIFFIN,Motorhome recalled by TIFFIN,Brakes,3,Motorhome,Transport Canada,General public,automotive recall,Vehicles,2011,February
56,2011-02-14,ACURA,SUV recalled by HONDA,Other,1,SUV,Transport Canada,General public,automotive recall,Vehicles,2011,February
57,2011-02-14,BRAUNABILITY,Minivan recalled by BRAUNABILITY,Suspension,9,Minivan,Transport Canada,General public,automotive recall,Vehicles,2011,February
58,2011-02-14,ITASCA,Motorhome recalled by WINNEBAGO INDUSTRIES,Brakes,4,Motorhome,Transport Canada,General public,automotive recall,Vehicles,2011,February
59,2011-02-14,TOYOTA,Car recalled by TOYOTA,Other,24,Car,Vehicles - Light Truck & Van,General public,automotive recall,Vehicles,2011,February
60,2011-02-14,PONTIAC,Car recalled by GENERAL MOTORS,Engine,2,Car,Transport Canada,General public,automotive recall,Vehicles,2011,February
61,2011-02-14,BMW,SUV recalled by BMW,Visual System,2,SUV,Transport Canada,General public,automotive recall,Vehicles,2011,February
62,2011-02-14,HONDA,Light Truck & Van recalled by HONDA,Other,2,Light Truck & Van,Transport Canada,General public,automotive recall,Vehicles,2011,February
63,2011-02-14,FOUR WINDS,Motorhome recalled by FOUR WINDS,Brakes,7,Motorhome,Transport Canada,General public,automotive recall,Vehicles,2011,February
64,2011-02-14,INTERNATIONAL,Truck - Med. & H.D. recalled by NAVISTAR,Brakes,2,Truck - Med. & H.D.,Transport Canada,General public,automotive recall,Vehicles,2011,February
65,2011-02-14,NOVA BUS,Bus recalled by NOVA BUS,Engine,2,Bus,Transport Canada,General public,automotive recall,Vehicles,2011,February
66,2011-02-14,ORION,Bus recalled by DAIMLERCHRYSLER COMMERCIAL BUSES,Engine,11,Bus,Transport Canada,General public,automotive recall,Vehicles,2011,February
67,2011-02-14,TOYOTA,Car recalled by TOYOTA,Brakes,1,Car,Transport Canada,General public,automotive recall,Vehicles,2011,February
68,2011-02-14,CHEVROLET,Car recalled by GENERAL MOTORS,Brakes,1,Car,Transport Canada,General public,automotive recall,Vehicles,2011,February
69,2011-02-14,FOREST RIVER,Motorhome recalled by FOREST RIVER,Brakes,2,Motorhome,Transport Canada,General public,automotive recall,Vehicles,2011,February
70,2011-02-14,TOYOTA,Light Truck & Van recalled by TOYOTA,Powertrain,1,Light Truck & Van,Transport Canada,General public,automotive recall,Vehicles,2011,February
71,2011-02-14,VAN-ACTION,Minivan recalled by VAN-ACTION 2005,Suspension,2,Minivan,Transport Canada,General public,automotive recall,Vehicles,2011,February
72,2011-02-14,OSHKOSH,Truck - Med. & H.D. recalled by OSHKOSH CORPORATION,Other,3,Truck - Med. & H.D.,Transport Canada,General public,automotive recall,Vehicles,2011,February
73,2011-02-14,SPARTAN,RV Chassis recalled by SPARTAN,Brakes,3,RV Chassis,Transport Canada,General public,automotive recall,Vehicles,2011,February
74,2011-02-14,FORD,Car recalled by FORD,Label,1,Car,Transport Canada,General public,automotive recall,Vehicles,2011,February
75,2011-02-14,MERCEDES-BENZ,Light Truck & Van recalled by MERCEDES-BENZ,Engine,1,Light Truck & Van,Transport Canada,General public,automotive recall,Vehicles,2011,February
76,2011-02-14,TRIPLE E,Motorhome recalled by TRIPLE E,Brakes,3,Motorhome,Transport Canada,General public,automotive recall,Vehicles,2011,February
77,2011-02-14,KAWASAKI,Motorcycle recalled by KAWASAKI,Engine,2,Motorcycle,Transport Canada,General public,automotive recall,Vehicles,2011,February
78,2011-02-14,ELDORADO,Bus recalled by ELDORADO,Lights And Instruments,12,Bus,Transport Canada,General public,automotive recall,Vehicles,2011,February
79,2011-02-14,MAXI-COSI,Child Car Seat recalled by DOREL,Seats And Restraints,5,Child Car Seat,Transport Canada,General public,automotive recall,Vehicles,2011,February
80,2011-02-14,PONTIAC,Car recalled by GENERAL MOTORS,Other,2,Car,Transport Canada,General public,automotive recall,Vehicles,2011,February
81,2011-02-15,FLEETWOOD,Motorhome recalled by FLEETWOOD,Electrical,5,Motorhome,Transport Canada,General public,automotive recall,Vehicles,2011,February
82,2011-02-15,THOMAS BUILT,School Bus recalled by DAIMLER TRUCK NORTH AMERICA,Other,1,School Bus,Transport Canada,General public,automotive recall,Vehicles,2011,February
83,2011-02-15,BUICK,Car recalled by GENERAL MOTORS,Accessories,53,Car,Vehicles - Light Truck & Van,General public,automotive recall,Vehicles,2011,February
84,2011-02-15,VOLKSWAGEN,Minivan recalled by VOLKSWAGEN,Other,1,Minivan,Transport Canada,General public,automotive recall,Vehicles,2011,February
85,2011-02-15,BIG TEX,Heavy Trailer recalled by BIG TEX TRAILERS,Other,2,Heavy Trailer,Transport Canada,General public,automotive recall,Vehicles,2011,February
86,2011-02-15,SUZUKI,SUV recalled by SUZUKI,Engine,2,SUV,Transport Canada,General public,automotive recall,Vehicles,2011,February
87,2011-02-15,METALFAB,Light Trailer recalled by YAMAHA,Brakes,1,Light Trailer,Transport Canada,General public,automotive recall,Vehicles,2011,February
88,2011-02-15,KENWORTH,Truck - Med. & H.D. recalled by PACCAR,Other,2,Truck - Med. & H.D.,Transport Canada,General public,automotive recall,Vehicles,2011,February
89,2011-02-15,BMW,Car recalled by BMW,Seats And Restraints,5,Car,Transport Canada,General public,automotive recall,Vehicles,2011,February
90,2011-02-15,CHRYSLER,Minivan recalled by FIAT CHRYSLER AUTOMOBILES,Electrical,4,Minivan,Transport Canada,General public,automotive recall,Vehicles,2011,February
91,2011-02-15,VOLVO,Car recalled by VOLVO,Powertrain,4,Car,Transport Canada,General public,automotive recall,Vehicles,2011,February
92,2011-02-15,JEEP,SUV recalled by FIAT CHRYSLER AUTOMOBILES,Brakes,4,SUV,Transport Canada,General public,automotive recall,Vehicles,2011,February
93,2011-02-15,STARTRANS,Bus recalled by STARTRANS,Other,3,Bus,Transport Canada,General public,automotive recall,Vehicles,2011,February
94,2011-02-15,KEYSTONE,RV Trailer recalled by KEYSTONE,Electrical,2,RV Trailer,Transport Canada,General public,automotive recall,Vehicles,2011,February
95,2011-02-15,KEYSTONE,RV Trailer recalled by KEYSTONE,Other,1,RV Trailer,Transport Canada,General public,automotive recall,Vehicles,2011,February
96,2011-02-15,KEYSTONE,RV Trailer recalled by KEYSTONE,Other,1,RV Trailer,Transport Canada,General public,automotive recall,Vehicles,2011,February
97,2011-02-15,ITASCA,Motorhome recalled by WINNEBAGO INDUSTRIES,Seats And Restraints,2,Motorhome,Transport Canada,General public,automotive recall,Vehicles,2011,February
98,2011-02-15,BMW,SUV recalled by BMW,Label,2,SUV,Transport Canada,General public,automotive recall,Vehicles,2011,February
99,2011-02-15,MITSUBISHI FUSO,Truck - Med. & H.D. recalled by MITSUBISHI FUSO,Brakes,9,Truck - Med. & H.D.,Transport Canada,General public,automotive recall,Vehicles,2011,February
100,2011-02-15,NEWMAR,Motorhome recalled by NEWMAR,Electrical,5,Motorhome,Transport Canada,General public,automotive recall,Vehicles,2011,February
101,2011-02-15,FLEETWOOD,Motorhome recalled by FLEETWOOD,Seats And Restraints,1,Motorhome,Transport Canada,General public,automotive recall,Vehicles,2011,February
102,2011-02-15,CADILLAC,SUV recalled by GENERAL MOTORS,Engine,1,SUV,Transport Canada,General public,automotive recall,Vehicles,2011,February
103,2011-02-15,STARTRANS,Bus recalled by STARTRANS,Other,3,Bus,Transport Canada,General public,automotive recall,Vehicles,2011,February
104,2011-02-15,IC BUS,Bus recalled by NAVISTAR,Other,19,Bus,Vehicles - School Bus,General public,automotive recall,Vehicles,2011,February
105,2011-02-15,DODGE,Car recalled by FIAT CHRYSLER AUTOMOBILES,Other,2,Car,Vehicles - SUV,General public,automotive recall,Vehicles,2011,February
106,2011-02-15,IC BUS,School Bus recalled by NAVISTAR,Other,2,School Bus,Transport Canada,General public,automotive recall,Vehicles,2011,February
107,2011-02-15,ACURA,SUV recalled by HONDA,Airbag,1,SUV,Transport Canada,General public,automotive recall,Vehicles,2011,February
108,2011-02-15,INTERNATIONAL,Bus recalled by NAVISTAR,Powertrain,48,Bus,Vehicles - School Bus,General public,automotive recall,Vehicles,2011,February
109,2011-02-15,SPARTAN,Chassis Cab recalled by SPARTAN,Electrical,8,Chassis Cab,Vehicles - Truck - Med. & H.D.,General public,automotive recall,Vehicles,2011,February
110,2011-02-15,FOREST RIVER,Motorhome recalled by FOREST RIVER,Fabrics,2,Motorhome,Transport Canada,General public,automotive recall,Vehicles,2011,February
111,2011-02-15,MERCEDES-BENZ,Light Truck & Van recalled by MERCEDES-BENZ,Engine,1,Light Truck & Van,Transport Canada,General public,automotive recall,Vehicles,2011,February
112,2011-02-15,SKI-DOO,Snowmobile recalled by BOMBARDIER RECREATIONAL PRODUCTS,Fuel Supply,7,Snowmobile,Transport Canada,General public,automotive recall,Vehicles,2011,February
113,2011-02-15,SUZUKI,Light Truck & Van recalled by SUZUKI,Suspension,1,Light Truck & Van,Transport Canada,General public,automotive recall,Vehicles,2011,February
114,2011-02-15,CHEVROLET,Light Truck & Van recalled by GENERAL MOTORS,Electrical,2,Light Truck & Van,Transport Canada,General public,automotive recall,Vehicles,2011,February
115,2011-02-15,KAWASAKI,Motorcycle recalled by KAWASAKI,Other,2,Motorcycle,Transport Canada,General public,automotive recall,Vehicles,2011,February
116,2011-02-15,FREIGHTLINER,Bus recalled by DAIMLER TRUCK NORTH AMERICA,Steering,12,Bus,Vehicles - School Bus,General public,automotive recall,Vehicles,2011,February
117,2011-02-15,NOVA BUS,Bus recalled by NOVA BUS,Brakes,4,Bus,Transport Canada,General public,automotive recall,Vehicles,2011,February
118,2011-02-15,KAWASAKI,Motorcycle recalled by KAWASAKI,Brakes,1,Motorcycle,Transport Canada,General public,automotive recall,Vehicles,2011,February
119,2011-02-15,BLUE BIRD,School Bus recalled by BLUE BIRD,Fuel Supply,5,School Bus,Transport Canada,General public,automotive recall,Vehicles,2011,February
120,2011-02-15,INTERNATIONAL,Truck - Med. & H.D. recalled by NAVISTAR,Steering,7,Truck - Med. & H.D.,Transport Canada,General public,automotive recall,Vehicles,2011,February
121,2011-02-15,BLUE BIRD,School Bus recalled by BLUE BIRD,Steering,1,School Bus,Transport Canada,General public,automotive recall,Vehicles,2011,February
122,2011-02-15,WORKHORSE,RV Chassis recalled by NAVISTAR,Fuel Supply,1,RV Chassis,Transport Canada,General public,automotive recall,Vehicles,2011,February
123,2011-02-15,INFINITI,SUV recalled by NISSAN,Airbag,2,SUV,Transport Canada,General public,automotive recall,Vehicles,2011,February
124,2011-02-15,ROLL-RITE,Equipment recalled by ROLL-RITE,Other,9,Equipment,Transport Canada,General public,automotive recall,Vehicles,2011,February
125,2011-02-15,KENWORTH,Truck - Med. & H.D. recalled by PACCAR,Steering,29,Truck - Med. & H.D.,Transport Canada,General public,automotive recall,Vehicles,2011,February
126,2011-02-15,FLEETWOOD,Motorhome recalled by FLEETWOOD,Other,2,Motorhome,Transport Canada,General public,automotive recall,Vehicles,2011,February
127,2011-02-15,CATERPILLAR,Equipment recalled by CATERPILLAR,Fuel Supply,4,Equipment,Transport Canada,General public,automotive recall,Vehicles,2011,February
128,2011-02-15,LEXUS,Car recalled by TOYOTA,Fuel Supply,1,Car,Transport Canada,General public,automotive recall,Vehicles,2011,February
129,2011-02-15,VOLVO,Truck - Med. & H.D. recalled by VOLVO TRUCKS,Suspension,12,Truck - Med. & H.D.,Transport Canada,General public,automotive recall,Vehicles,2011,February
130,2011-02-15,BRIDGESTONE,Tire recalled by BRIDGESTONE-FIRESTONE,Tires,2,Tire,Transport Canada,General public,automotive recall,Vehicles,2011,February
131,2011-02-15,SUBARU,Car recalled by SUBARU,Electrical,2,Car,Transport Canada,General public,automotive recall,Vehicles,2011,February
132,2011-02-15,BMW,Motorcycle recalled by BMW,Brakes,15,Motorcycle,Transport Canada,General public,automotive recall,Vehicles,2011,February
133,2011-02-15,LEXUS,Car recalled by TOYOTA,Engine,13,Car,Transport Canada,General public,automotive recall,Vehicles,2011,February
134,2011-02-15,FLEETWOOD,Motorhome recalled by FLEETWOOD,Fuel Supply,5,Motorhome,Transport Canada,General public,automotive recall,Vehicles,2011,February
135,2011-02-15,BLUE BIRD,School Bus recalled by BLUE BIRD,Lights And Instruments,2,School Bus,Transport Canada,General public,automotive recall,Vehicles,2011,February
136,2011-02-15,BRAUNABILITY,Minivan recalled by BRAUNABILITY,Suspension,6,Minivan,Transport Canada,General public,automotive recall,Vehicles,2011,February
137,2011-02-15,BRAUNABILITY,Minivan recalled by BRAUNABILITY,Other,6,Minivan,Transport Canada,General public,automotive recall,Vehicles,2011,February
138,2011-02-15,VOLVO,SUV recalled by VOLVO,Fuel Supply,1,SUV,Transport Canada,General public,automotive recall,Vehicles,2011,February
139,2011-02-15,LEXUS,SUV recalled by TOYOTA,Other,1,SUV,Transport Canada,General public,automotive recall,Vehicles,2011,February
140,2011-02-15,KARAVAN TRAILERS,Light Trailer recalled by BOMBARDIER RECREATIONAL PRODUCTS,Brakes,15,Light Trailer,Transport Canada,General public,automotive recall,Vehicles,2011,February
141,2011-02-15,TOYOTA,Light Truck & Van recalled by TOYOTA,Accessories,10,Light Truck & Van,Vehicles - SUV,General public,automotive recall,Vehicles,2011,February
142,2011-02-15,FORD,Car recalled by FORD,Seats And Restraints,3,Car,Vehicles - SUV,General public,automotive recall,Vehicles,2011,February
143,2011-02-15,WORKHORSE,RV Chassis recalled by NAVISTAR,Electrical,3,RV Chassis,Transport Canada,General public,automotive recall,Vehicles,2011,February
144,2011-02-15,NITTO,Tire recalled by TOYO,Tires,1,Tire,Transport Canada,General public,automotive recall,Vehicles,2011,February
145,2011-02-15,VACTOR,Truck - Med. & H.D. recalled by VACTOR,Other,19,Truck - Med. & H.D.,Transport Canada,General public,automotive recall,Vehicles,2011,February
146,2011-02-15,ELDORADO,Bus recalled by ELDORADO,Other,15,Bus,Transport Canada,General public,automotive recall,Vehicles,2011,February
147,2011-02-15,INFINITI,Car recalled by NISSAN,Electrical,5,Car,Transport Canada,General public,automotive recall,Vehicles,2011,February
148,2011-02-15,GLAVAL,Bus recalled by GLAVAL,Other,2,Bus,Transport Canada,General public,automotive recall,Vehicles,2011,February
149,2011-02-15,ROADTREK,Motorhome recalled by ROADTREK,Electrical,18,Motorhome,Transport Canada,General public,automotive recall,Vehicles,2011,February
150,2011-02-15,BRIDGESTONE,Tire recalled by BRIDGESTONE-FIRESTONE,Tires,1,Tire,Transport Canada,General public,automotive recall,Vehicles,2011,February
151,2011-02-15,CHEVROLET,Light Truck & Van recalled by GENERAL MOTORS,Electrical,2,Light Truck & Van,Transport Canada,General public,automotive recall,Vehicles,2011,February
152,2011-02-15,BRITAX,Child Car Seat recalled by BRITAX,Seats And Restraints,3,Child Car Seat,Transport Canada,General public,automotive recall,Vehicles,2011,February
153,2011-02-15,HEARTLAND,RV Trailer recalled by HEARTLAND,Label,4,RV Trailer,Transport Canada,General public,automotive recall,Vehicles,2011,February
154,2011-02-15,HEARTLAND,RV Trailer recalled by HEARTLAND,Label,3,RV Trailer,Transport Canada,General public,automotive recall,Vehicles,2011,February
155,2011-02-15,SKI-DOO,Snowmobile recalled by BOMBARDIER RECREATIONAL PRODUCTS,Fuel Supply,2,Snowmobile,Transport Canada,General public,automotive recall,Vehicles,2011,February
156,2011-02-15,MCI,Bus recalled by MOTOR COACH INDUSTRIES,Electrical,18,Bus,Transport Canada,General public,automotive recall,Vehicles,2011,February
157,2011-02-15,KEYSTONE,RV Trailer recalled by KEYSTONE,Other,6,RV Trailer,Transport Canada,General public,automotive recall,Vehicles,2011,February
158,2011-02-15,KEYSTONE,RV Trailer recalled by KEYSTONE,Other,1,RV Trailer,Transport Canada,General public,automotive recall,Vehicles,2011,February
159,2011-02-15,GLAVAL,Bus recalled by GLAVAL,Other,9,Bus,Transport Canada,General public,automotive recall,Vehicles,2011,February
160,2011-02-15,FLEETWOOD,Motorhome recalled by FLEETWOOD,Label,2,Motorhome,Transport Canada,General public,automotive recall,Vehicles,2011,February
161,2011-02-15,BLUE BIRD,Bus recalled by BLUE BIRD,Electrical,12,Bus,Vehicles - School Bus,General public,automotive recall,Vehicles,2011,February
162,2011-02-15,DOEPKER,Heavy Trailer recalled by DOEPKER,Other,5,Heavy Trailer,Transport Canada,General public,automotive recall,Vehicles,2011,February
163,2011-02-15,LABRIE,Truck - Med. & H.D. recalled by LABRIE,Seats And Restraints,6,Truck - Med. & H.D.,Transport Canada,General public,automotive recall,Vehicles,2011,February
164,2011-02-15,LAMBORGHINI,Car recalled by LAMBORGHINI,Fuel Supply,4,Car,Transport Canada,General public,automotive recall,Vehicles,2011,February
165,2011-02-15,INFINITI,Light Truck & Van recalled by NISSAN,Suspension,6,Light Truck & Van,Vehicles - SUV,General public,automotive recall,Vehicles,2011,February
166,2011-02-15,BLUE BIRD,School Bus recalled by BLUE BIRD,Other,6,School Bus,Transport Canada,General public,automotive recall,Vehicles,2011,February
167,2011-02-15,SUBARU,Car recalled by SUBARU,Powertrain,2,Car,Transport Canada,General public,automotive recall,Vehicles,2011,February
168,2011-02-15,BMW,Motorcycle recalled by BMW,Powertrain,6,Motorcycle,Transport Canada,General public,automotive recall,Vehicles,2011,February
169,2011-02-15,MAZDA,Light Truck & Van recalled by MAZDA,Brakes,1,Light Truck & Van,Transport Canada,General public,automotive recall,Vehicles,2011,February
170,2011-02-15,MCI,Bus recalled by MOTOR COACH INDUSTRIES,Wheels,6,Bus,Transport Canada,General public,automotive recall,Vehicles,2011,February
171,2011-02-15,CHEVROLET,Car recalled by GENERAL MOTORS,Brakes,3,Car,Transport Canada,General public,automotive recall,Vehicles,2011,February
172,2011-02-15,KENWORTH,Truck - Med. & H.D. recalled by PACCAR,Brakes,3,Truck - Med. & H.D.,Transport Canada,General public,automotive recall,Vehicles,2011,February
173,2011-02-15,FORD,Light Truck & Van recalled by FORD,Brakes,1,Light Truck & Van,Transport Canada,General public,automotive recall,Vehicles,2011,February
174,2011-02-15,DODGE,Car recalled by FIAT CHRYSLER AUTOMOBILES,Other,1,Car,Transport Canada,General public,automotive recall,Vehicles,2011,February
175,2011-02-15,PETERBILT,Truck - Med. & H.D. recalled by PACCAR,Brakes,3,Truck - Med. & H.D.,Transport Canada,General public,automotive recall,Vehicles,2011,February
176,2011-02-15,APRILIA,Motorcycle recalled by PIAGGIO GROUP,Structure,1,Motorcycle,Transport Canada,General public,automotive recall,Vehicles,2011,February
177,2011-02-15,PETERBILT,Truck - Med. & H.D. recalled by PACCAR,Other,12,Truck - Med. & H.D.,Transport Canada,General public,automotive recall,Vehicles,2011,February
178,2011-02-15,FREIGHTLINER,Truck - Med. & H.D. recalled by DAIMLER TRUCK NORTH AMERICA,Fuel Supply,28,Truck - Med. & H.D.,Transport Canada,General public,automotive recall,Vehicles,2011,February
179,2011-02-15,KENWORTH,Truck - Med. & H.D. recalled by PACCAR,Suspension,4,Truck - Med. & H.D.,Transport Canada,General public,automotive recall,Vehicles,2011,February
180,2011-02-15,MIRAGE,Light Trailer recalled by MIRAGE ENTERPRISE,Suspension,2,Light Trailer,Transport Canada,General public,automotive recall,Vehicles,2011,February
181,2011-02-15,HUMMER,SUV recalled by GENERAL MOTORS,Accessories,7,SUV,Transport Canada,General public,automotive recall,Vehicles,2011,February
