,Date,Brand,Product,Issue,Nb_affected_models,Category,Published by,Audience,Recall type,Recall Category,Year,Month
3674,2018-01-26,FLEETWOOD RV,Motorhome recalled by REV RECREATION GROUP,Structure,4,Motorhome,Transport Canada,General public,automotive recall,Vehicles,2018,January
3675,2018-01-26,FLEETWOOD RV,Motorhome recalled by REV RECREATION GROUP,Structure,4,Motorhome,Transport Canada,General public,automotive recall,Vehicles,2018,January
3676,2018-01-26,CAN-AM,A.T.V. recalled by BOMBARDIER RECREATIONAL PRODUCTS,Fuel Supply,4,A.T.V.,Transport Canada,General public,automotive recall,Vehicles,2018,January
3677,2018-01-26,HYUNDAI,Car recalled by HYUNDAI,Brakes,5,Car,Transport Canada,General public,automotive recall,Vehicles,2018,January
3678,2018-01-26,HYUNDAI,Car recalled by HYUNDAI,Label,1,Car,Transport Canada,General public,automotive recall,Vehicles,2018,January
3679,2018-01-26,PONTIAC,Car recalled by GENERAL MOTORS,Airbag,2,Car,Transport Canada,General public,automotive recall,Vehicles,2018,January
3680,2018-01-26,ASTON MARTIN,Car recalled by ASTON MARTIN,Airbag,2,Car,Transport Canada,General public,automotive recall,Vehicles,2018,January
3681,2018-01-30,PONTIAC,Car recalled by GENERAL MOTORS,Airbag,1,Car,Transport Canada,General public,automotive recall,Vehicles,2018,January
3682,2018-01-31,MITSUBISHI,SUV recalled by MITSUBISHI,Brakes,7,SUV,Transport Canada,General public,automotive recall,Vehicles,2018,January
3683,2018-01-31,INFINITI,Car recalled by NISSAN,Airbag,5,Car,Vehicles - SUV,General public,automotive recall,Vehicles,2018,January
3684,2018-01-31,THOMAS BUILT,School Bus recalled by DAIMLER TRUCK NORTH AMERICA,Accessories,80,School Bus,Transport Canada,General public,automotive recall,Vehicles,2018,January
3685,2018-01-31,BMW,SUV recalled by BMW,Seats And Restraints,1,SUV,Transport Canada,General public,automotive recall,Vehicles,2018,January
3686,2018-02-01,MERCEDES-BENZ,Car recalled by MERCEDES-BENZ,Seats And Restraints,1,Car,Transport Canada,General public,automotive recall,Vehicles,2018,February
3687,2018-02-01,MERCEDES-BENZ,SUV recalled by MERCEDES-BENZ,Lights And Instruments,2,SUV,Transport Canada,General public,automotive recall,Vehicles,2018,February
3688,2018-02-02,VOLKSWAGEN,Car recalled by VOLKSWAGEN,Airbag,39,Car,Vehicles - SUV,General public,automotive recall,Vehicles,2018,February
3689,2018-02-06,TOYOTA,Car recalled by TOYOTA,Airbag,9,Car,Transport Canada,General public,automotive recall,Vehicles,2018,February
3690,2018-02-06,AUDI,Car recalled by VOLKSWAGEN,Fuel Supply,6,Car,Transport Canada,General public,automotive recall,Vehicles,2018,February
3691,2018-02-06,CROSSROADS,Motorhome recalled by KEYSTONE,Accessories,723,Motorhome,Transport Canada,General public,automotive recall,Vehicles,2018,February
3692,2018-02-06,FORD,Car recalled by FORD,Powertrain,3,Car,Vehicles - SUV,General public,automotive recall,Vehicles,2018,February
3693,2018-02-08,FERRARI,Car recalled by FERRARI,Airbag,5,Car,Transport Canada,General public,automotive recall,Vehicles,2018,February
3694,2018-02-09,FORD,Light Truck & Van recalled by FORD,Airbag,3,Light Truck & Van,Transport Canada,General public,automotive recall,Vehicles,2018,February
3695,2018-02-12,MICRO BIRD,School Bus recalled by MICRO BIRD,Seats And Restraints,4,School Bus,Transport Canada,General public,automotive recall,Vehicles,2018,February
3696,2018-02-12,KENWORTH,Truck - Med. & H.D. recalled by PACCAR,Lights And Instruments,8,Truck - Med. & H.D.,Transport Canada,General public,automotive recall,Vehicles,2018,February
3697,2018-02-12,MV AGUSTA,Motorcycle recalled by MV AGUSTA MOTOR SPA,Brakes,4,Motorcycle,Transport Canada,General public,automotive recall,Vehicles,2018,February
3698,2018-02-12,JAGUAR,Car recalled by JAGUAR,Fuel Supply,5,Car,Vehicles - SUV,General public,automotive recall,Vehicles,2018,February
3699,2018-02-12,ROLLS-ROYCE,Car recalled by BMW,Airbag,1,Car,Transport Canada,General public,automotive recall,Vehicles,2018,February
3700,2018-02-13,DODGE,Light Truck & Van recalled by FIAT CHRYSLER AUTOMOBILES,Accessories,1,Light Truck & Van,Transport Canada,General public,automotive recall,Vehicles,2018,February
3701,2018-02-13,MITSUBISHI,Car recalled by MITSUBISHI,Accessories,12,Car,Vehicles - SUV,General public,automotive recall,Vehicles,2018,February
3702,2018-02-14,RANGE ROVER,SUV recalled by LAND ROVER,Lights And Instruments,1,SUV,Transport Canada,General public,automotive recall,Vehicles,2018,February
3703,2018-02-16,AUDI,Car recalled by VOLKSWAGEN,Label,5,Car,Transport Canada,General public,automotive recall,Vehicles,2018,February
3704,2018-02-17,MERCEDES-BENZ,Car recalled by MERCEDES-BENZ,Structure,3,Car,Vehicles - SUV,General public,automotive recall,Vehicles,2018,February
3705,2018-02-17,MERCEDES-BENZ,Car recalled by MERCEDES-BENZ,Label,1,Car,Transport Canada,General public,automotive recall,Vehicles,2018,February
3706,2018-02-17,ENTEGRA COACH,Motorhome recalled by ENTEGRA COACH,Accessories,6,Motorhome,Transport Canada,General public,automotive recall,Vehicles,2018,February
3707,2018-02-17,DODGE,Car recalled by FIAT CHRYSLER AUTOMOBILES,Accessories,55,Car,Vehicles - Light Truck & Van,General public,automotive recall,Vehicles,2018,February
3708,2018-02-17,MERCEDES-BENZ,Light Truck & Van recalled by MERCEDES-BENZ,Other,1,Light Truck & Van,Transport Canada,General public,automotive recall,Vehicles,2018,February
3709,2018-02-22,VOLVO,Truck - Med. & H.D. recalled by VOLVO TRUCKS,Electrical,2,Truck - Med. & H.D.,Transport Canada,General public,automotive recall,Vehicles,2018,February
3710,2018-02-22,JEEP,SUV recalled by FIAT CHRYSLER AUTOMOBILES,Fuel Supply,1,SUV,Transport Canada,General public,automotive recall,Vehicles,2018,February
3711,2018-02-23,HYMER,Motorhome recalled by ERWIN HYMER GROUP NORTH AMERICA,Other,6,Motorhome,Transport Canada,General public,automotive recall,Vehicles,2018,February
3712,2018-02-23,MASERATI,Car recalled by MASERATI,Fuel Supply,1,Car,Transport Canada,General public,automotive recall,Vehicles,2018,February
3713,2018-02-26,BMW,Car recalled by BMW,Lights And Instruments,3,Car,Vehicles - SUV,General public,automotive recall,Vehicles,2018,February
3714,2018-02-26,SUZUKI,Motorcycle recalled by SUZUKI,Engine,10,Motorcycle,Transport Canada,General public,automotive recall,Vehicles,2018,February
3715,2018-02-26,SUZUKI,Motorcycle recalled by SUZUKI,Fuel Supply,2,Motorcycle,Transport Canada,General public,automotive recall,Vehicles,2018,February
3716,2018-02-26,SUZUKI,Motorcycle recalled by SUZUKI,Electrical,2,Motorcycle,Transport Canada,General public,automotive recall,Vehicles,2018,February
3717,2018-02-27,FORD,SUV recalled by FORD,Brakes,1,SUV,Transport Canada,General public,automotive recall,Vehicles,2018,February
3718,2018-02-27,SETRA,Bus recalled by SETRA,Accessories,5,Bus,Transport Canada,General public,automotive recall,Vehicles,2018,February
3719,2018-02-27,TOYOTA,Car recalled by TOYOTA,Fuel Supply,1,Car,Transport Canada,General public,automotive recall,Vehicles,2018,February
3720,2018-02-27,MERCEDES-BENZ,Light Truck & Van recalled by MERCEDES-BENZ,Label,2,Light Truck & Van,Transport Canada,General public,automotive recall,Vehicles,2018,February
3721,2018-02-27,KARMA,Car recalled by KARMA,Airbag,1,Car,Transport Canada,General public,automotive recall,Vehicles,2018,February
3722,2018-02-27,TOYOTA,Light Truck & Van recalled by TOYOTA,Seats And Restraints,1,Light Truck & Van,Transport Canada,General public,automotive recall,Vehicles,2018,February
3723,2018-02-27,IC BUS,School Bus recalled by NAVISTAR,Engine,4,School Bus,Transport Canada,General public,automotive recall,Vehicles,2018,February
3724,2018-02-27,FOREST RIVER,Motorhome recalled by FOREST RIVER,Lights And Instruments,1,Motorhome,Transport Canada,General public,automotive recall,Vehicles,2018,February
3725,2018-02-27,MITSUBISHI,SUV recalled by MITSUBISHI,Visual System,6,SUV,Transport Canada,General public,automotive recall,Vehicles,2018,February
3726,2018-03-05,MCKENZIE,Motorhome recalled by REV RECREATION GROUP,Accessories,95,Motorhome,Vehicles - RV Trailer,General public,automotive recall,Vehicles,2018,March
3727,2018-03-07,JAGUAR,SUV recalled by JAGUAR,Brakes,1,SUV,Transport Canada,General public,automotive recall,Vehicles,2018,March
3728,2018-03-08,BMW,Car recalled by BMW,Structure,4,Car,Transport Canada,General public,automotive recall,Vehicles,2018,March
3729,2018-03-13,THOMAS BUILT,Bus recalled by DAIMLER TRUCK NORTH AMERICA,Electrical,12,Bus,Transport Canada,General public,automotive recall,Vehicles,2018,March
3730,2018-03-13,THOMAS BUILT,School Bus recalled by DAIMLER TRUCK NORTH AMERICA,Electrical,12,School Bus,Transport Canada,General public,automotive recall,Vehicles,2018,March
3731,2018-03-13,BMW,SUV recalled by BMW,Structure,1,SUV,Transport Canada,General public,automotive recall,Vehicles,2018,March
3732,2018-03-15,DODGE,Minivan recalled by FIAT CHRYSLER AUTOMOBILES,Powertrain,2,Minivan,Vehicles - SUV,General public,automotive recall,Vehicles,2018,March
3733,2018-03-20,TIFFIN,Motorhome recalled by TIFFIN,Accessories,128,Motorhome,Transport Canada,General public,automotive recall,Vehicles,2018,March
3734,2018-03-22,MERCEDES-BENZ,SUV recalled by MERCEDES-BENZ,Accessories,2,SUV,Transport Canada,General public,automotive recall,Vehicles,2018,March
3735,2018-03-23,MACK,Truck - Med. & H.D. recalled by MACK,Lights And Instruments,1,Truck - Med. & H.D.,Transport Canada,General public,automotive recall,Vehicles,2018,March
3736,2018-03-23,KIA,Car recalled by KIA,Powertrain,2,Car,Transport Canada,General public,automotive recall,Vehicles,2018,March
3737,2018-03-23,HINO,Truck - Med. & H.D. recalled by HINO,Engine,1,Truck - Med. & H.D.,Transport Canada,General public,automotive recall,Vehicles,2018,March
3738,2018-03-23,FOREST RIVER,RV Trailer recalled by FOREST RIVER,Accessories,1,RV Trailer,Transport Canada,General public,automotive recall,Vehicles,2018,March
3739,2018-03-27,MAZDA,SUV recalled by MAZDA,Fuel Supply,2,SUV,Transport Canada,General public,automotive recall,Vehicles,2018,March
3740,2018-04-03,TOYOTA,Car recalled by TOYOTA,Airbag,1,Car,Transport Canada,General public,automotive recall,Vehicles,2018,April
3741,2018-04-03,TOYOTA,Car recalled by TOYOTA,Suspension,1,Car,Transport Canada,General public,automotive recall,Vehicles,2018,April
3742,2018-04-03,TOYOTA,Car recalled by TOYOTA,Airbag,5,Car,Transport Canada,General public,automotive recall,Vehicles,2018,April
3743,2018-04-04,TOYOTA,Light Truck & Van recalled by TOYOTA,Structure,6,Light Truck & Van,Transport Canada,General public,automotive recall,Vehicles,2018,April
3744,2018-04-05,KEYSTONE,RV Trailer recalled by KEYSTONE,Electrical,2,RV Trailer,Transport Canada,General public,automotive recall,Vehicles,2018,April
3745,2018-04-05,CAN-AM,A.T.V. recalled by BOMBARDIER RECREATIONAL PRODUCTS,Steering,4,A.T.V.,Transport Canada,General public,automotive recall,Vehicles,2018,April
3746,2018-04-05,AVON,Tire recalled by COOPER TIRE,Tires,12,Tire,Transport Canada,General public,automotive recall,Vehicles,2018,April
3747,2018-04-06,KAWASAKI,Motorcycle recalled by KAWASAKI,Engine,1,Motorcycle,Transport Canada,General public,automotive recall,Vehicles,2018,April
3748,2018-04-06,AMERICAN COACH,Motorhome recalled by REV RECREATION GROUP,Electrical,11,Motorhome,Transport Canada,General public,automotive recall,Vehicles,2018,April
3749,2018-04-06,INTERNATIONAL,Truck - Med. & H.D. recalled by NAVISTAR,Fuel Supply,2,Truck - Med. & H.D.,Transport Canada,General public,automotive recall,Vehicles,2018,April
3750,2018-04-06,ALFA ROMEO,SUV recalled by FIAT CHRYSLER AUTOMOBILES,Electrical,1,SUV,Transport Canada,General public,automotive recall,Vehicles,2018,April
3751,2018-04-06,ALFA ROMEO,SUV recalled by FIAT CHRYSLER AUTOMOBILES,Visual System,1,SUV,Transport Canada,General public,automotive recall,Vehicles,2018,April
3752,2018-04-06,POLARIS,A.T.V. recalled by POLARIS,Structure,10,A.T.V.,Transport Canada,General public,automotive recall,Vehicles,2018,April
3753,2018-04-06,POLARIS,A.T.V. recalled by POLARIS,Fuel Supply,18,A.T.V.,Transport Canada,General public,automotive recall,Vehicles,2018,April
3754,2018-04-06,FOREST RIVER,RV Trailer recalled by FOREST RIVER,Label,1,RV Trailer,Transport Canada,General public,automotive recall,Vehicles,2018,April
3755,2018-04-09,BMW,Motorcycle recalled by BMW,Accessories,43,Motorcycle,Transport Canada,General public,automotive recall,Vehicles,2018,April
3756,2018-04-09,MERCEDES-BENZ,SUV recalled by MERCEDES-BENZ,Airbag,1,SUV,Transport Canada,General public,automotive recall,Vehicles,2018,April
3757,2018-04-10,TESLA,Car recalled by TESLA,Steering,5,Car,Transport Canada,General public,automotive recall,Vehicles,2018,April
3758,2018-04-10,MITSUBISHI,Car recalled by MITSUBISHI,Electrical,15,Car,Vehicles - SUV,General public,automotive recall,Vehicles,2018,April
3759,2018-04-10,HINO,Truck - Med. & H.D. recalled by CAMBRIDGE MACK,Brakes,22,Truck - Med. & H.D.,Transport Canada,General public,automotive recall,Vehicles,2018,April
3760,2018-04-10,FORD,Chassis Cab recalled by FORD,Brakes,1,Chassis Cab,Vehicles - Truck - Med. & H.D.,General public,automotive recall,Vehicles,2018,April
3761,2018-04-12,INDIAN,Motorcycle recalled by POLARIS,Electrical,3,Motorcycle,Transport Canada,General public,automotive recall,Vehicles,2018,April
3762,2018-04-12,THOMAS BUILT,Bus recalled by DAIMLER TRUCK NORTH AMERICA,Seats And Restraints,20,Bus,Transport Canada,General public,automotive recall,Vehicles,2018,April
3763,2018-04-17,POLARIS,A.T.V. recalled by POLARIS,Lights And Instruments,11,A.T.V.,Transport Canada,General public,automotive recall,Vehicles,2018,April
3764,2018-04-18,NEWMAR,Motorhome recalled by NEWMAR,Lights And Instruments,6,Motorhome,Transport Canada,General public,automotive recall,Vehicles,2018,April
3765,2018-04-18,NEWMAR,Motorhome recalled by NEWMAR,Lights And Instruments,2,Motorhome,Transport Canada,General public,automotive recall,Vehicles,2018,April
3766,2018-04-18,ZERO,Motorcycle recalled by ZERO MOTORCYCLES,Electrical,3,Motorcycle,Transport Canada,General public,automotive recall,Vehicles,2018,April
3767,2018-04-18,BRITAX,Child Car Seat recalled by BRITAX,Seats And Restraints,2,Child Car Seat,Transport Canada,General public,automotive recall,Vehicles,2018,April
3768,2018-04-24,VOLKSWAGEN,Car recalled by VOLKSWAGEN,Airbag,2,Car,Transport Canada,General public,automotive recall,Vehicles,2018,April
3769,2018-04-24,NEWMAR,Motorhome recalled by NEWMAR,Electrical,11,Motorhome,Transport Canada,General public,automotive recall,Vehicles,2018,April
3770,2018-04-24,KME,Truck - Med. & H.D. recalled by KME FIRE APPARATUS,Electrical,1,Truck - Med. & H.D.,Transport Canada,General public,automotive recall,Vehicles,2018,April
3771,2018-04-24,VAN HOOL,Bus recalled by VAN HOOL,Seats And Restraints,1,Bus,Transport Canada,General public,automotive recall,Vehicles,2018,April
3772,2018-04-24,VOLKSWAGEN,Car recalled by VOLKSWAGEN,Seats And Restraints,2,Car,Transport Canada,General public,automotive recall,Vehicles,2018,April
3773,2018-04-26,BMW,Car recalled by BMW,Electrical,33,Car,Vehicles - SUV,General public,automotive recall,Vehicles,2018,April
3774,2018-04-27,CHEVROLET,Light Truck & Van recalled by GENERAL MOTORS,Accessories,9,Light Truck & Van,Transport Canada,General public,automotive recall,Vehicles,2018,April
3775,2018-04-27,NEWMAR,Motorhome recalled by NEWMAR,Lights And Instruments,9,Motorhome,Transport Canada,General public,automotive recall,Vehicles,2018,April
3776,2018-04-30,E-ONE,Truck - Med. & H.D. recalled by EMERGENCY ONE,Electrical,60,Truck - Med. & H.D.,Transport Canada,General public,automotive recall,Vehicles,2018,April
3777,2018-04-30,E-ONE,Truck - Med. & H.D. recalled by EMERGENCY ONE,Engine,5,Truck - Med. & H.D.,Transport Canada,General public,automotive recall,Vehicles,2018,April
3778,2018-04-30,POLARIS,A.T.V. recalled by POLARIS,Seats And Restraints,8,A.T.V.,Transport Canada,General public,automotive recall,Vehicles,2018,April
3779,2018-04-30,THOMAS BUILT,School Bus recalled by DAIMLER TRUCK NORTH AMERICA,Seats And Restraints,20,School Bus,Transport Canada,General public,automotive recall,Vehicles,2018,April
3780,2018-04-30,HYUNDAI,Car recalled by HYUNDAI,Electrical,1,Car,Transport Canada,General public,automotive recall,Vehicles,2018,April
3781,2018-04-30,WINNEBAGO,Motorhome recalled by WINNEBAGO INDUSTRIES,Structure,2,Motorhome,Transport Canada,General public,automotive recall,Vehicles,2018,April
3782,2018-04-30,DUCATI,Motorcycle recalled by DUCATI,Fuel Supply,3,Motorcycle,Transport Canada,General public,automotive recall,Vehicles,2018,April
3783,2018-04-30,DUCATI,Motorcycle recalled by DUCATI,Fuel Supply,3,Motorcycle,Transport Canada,General public,automotive recall,Vehicles,2018,April
3784,2018-04-30,KENWORTH,Truck - Med. & H.D. recalled by PACCAR,Suspension,30,Truck - Med. & H.D.,Transport Canada,General public,automotive recall,Vehicles,2018,April
3785,2018-04-30,KENWORTH,Truck - Med. & H.D. recalled by PACCAR,Steering,25,Truck - Med. & H.D.,Transport Canada,General public,automotive recall,Vehicles,2018,April
3786,2018-04-30,HYUNDAI,Car recalled by HYUNDAI,Powertrain,3,Car,Transport Canada,General public,automotive recall,Vehicles,2018,April
3787,2018-04-30,KENWORTH,Truck - Med. & H.D. recalled by PACCAR,Powertrain,4,Truck - Med. & H.D.,Transport Canada,General public,automotive recall,Vehicles,2018,April
3788,2018-05-01,MCI,Motorhome recalled by MOTOR COACH INDUSTRIES,Lights And Instruments,1,Motorhome,Transport Canada,General public,automotive recall,Vehicles,2018,May
3789,2018-05-02,RAM,Light Truck & Van recalled by FIAT CHRYSLER AUTOMOBILES,Steering,1,Light Truck & Van,Transport Canada,General public,automotive recall,Vehicles,2018,May
3790,2018-05-02,CHEVROLET,Car recalled by GENERAL MOTORS,Visual System,2,Car,Transport Canada,General public,automotive recall,Vehicles,2018,May
3791,2018-05-03,E-ONE,Truck - Med. & H.D. recalled by EMERGENCY ONE,Wheels,18,Truck - Med. & H.D.,Transport Canada,General public,automotive recall,Vehicles,2018,May
3792,2018-05-03,JEEP,SUV recalled by FIAT CHRYSLER AUTOMOBILES,Fuel Supply,1,SUV,Transport Canada,General public,automotive recall,Vehicles,2018,May
3793,2018-05-03,CHRYSLER,Car recalled by FIAT CHRYSLER AUTOMOBILES,Powertrain,5,Car,Vehicles - SUV,General public,automotive recall,Vehicles,2018,May
3794,2018-05-03,GRACO,Child Car Seat recalled by EI BRAND MANAGEMENT,Structure,2,Child Car Seat,Transport Canada,General public,automotive recall,Vehicles,2018,May
3795,2018-05-04,LAKOTA,Heavy Trailer recalled by LAKOTA,Structure,6,Heavy Trailer,Transport Canada,General public,automotive recall,Vehicles,2018,May
3796,2018-05-04,LEXUS,Car recalled by TOYOTA,Brakes,5,Car,Vehicles - Light Truck & Van,General public,automotive recall,Vehicles,2018,May
3797,2018-05-09,THOR MOTOR COACH,Motorhome recalled by THOR MOTOR COACH,Steering,14,Motorhome,Transport Canada,General public,automotive recall,Vehicles,2018,May
3798,2018-05-09,ENTEGRA COACH,Motorhome recalled by ENTEGRA COACH,Steering,4,Motorhome,Transport Canada,General public,automotive recall,Vehicles,2018,May
3799,2018-05-09,BUICK,Car recalled by GENERAL MOTORS,Seats And Restraints,1,Car,Transport Canada,General public,automotive recall,Vehicles,2018,May
3800,2018-05-11,HONDA,SUV recalled by HONDA,Airbag,2,SUV,Transport Canada,General public,automotive recall,Vehicles,2018,May
3801,2018-05-11,HONDA,Minivan recalled by HONDA,Seats And Restraints,2,Minivan,Transport Canada,General public,automotive recall,Vehicles,2018,May
3802,2018-05-11,HONDA,A.T.V. recalled by HONDA,Seats And Restraints,1,A.T.V.,Transport Canada,General public,automotive recall,Vehicles,2018,May
3803,2018-05-11,HONDA,Light Truck & Van recalled by HONDA,Seats And Restraints,1,Light Truck & Van,Transport Canada,General public,automotive recall,Vehicles,2018,May
3804,2018-05-11,HONDA,SUV recalled by HONDA,Fuel Supply,1,SUV,Transport Canada,General public,automotive recall,Vehicles,2018,May
3805,2018-05-11,HONDA,Car recalled by HONDA,Powertrain,1,Car,Transport Canada,General public,automotive recall,Vehicles,2018,May
3806,2018-05-14,RAM,Light Truck & Van recalled by FIAT CHRYSLER AUTOMOBILES,Accessories,12,Light Truck & Van,Transport Canada,General public,automotive recall,Vehicles,2018,May
3807,2018-05-14,IC BUS,Bus recalled by NAVISTAR,Seats And Restraints,17,Bus,Vehicles - Truck - Med. & H.D.,General public,automotive recall,Vehicles,2018,May
3808,2018-05-14,CHEVROLET,Light Truck & Van recalled by GENERAL MOTORS,Seats And Restraints,6,Light Truck & Van,Vehicles - SUV,General public,automotive recall,Vehicles,2018,May
3809,2018-05-14,CHEVROLET,Light Truck & Van recalled by GENERAL MOTORS,Electrical,6,Light Truck & Van,Transport Canada,General public,automotive recall,Vehicles,2018,May
3810,2018-05-14,FOREST RIVER,RV Trailer recalled by FOREST RIVER,Accessories,1,RV Trailer,Transport Canada,General public,automotive recall,Vehicles,2018,May
3811,2018-05-17,RAM,Light Truck & Van recalled by FIAT CHRYSLER AUTOMOBILES,Powertrain,39,Light Truck & Van,Transport Canada,General public,automotive recall,Vehicles,2018,May
3812,2018-05-17,CRESTLINE,Bus recalled by CRESTLINE,Electrical,21,Bus,Vehicles - Light Truck & Van,General public,automotive recall,Vehicles,2018,May
3813,2018-05-17,FREIGHTLINER,Truck - Med. & H.D. recalled by DAIMLER TRUCK NORTH AMERICA,Brakes,55,Truck - Med. & H.D.,Transport Canada,General public,automotive recall,Vehicles,2018,May
3814,2018-05-17,RAM,Light Truck & Van recalled by FIAT CHRYSLER AUTOMOBILES,Powertrain,10,Light Truck & Van,Vehicles - Truck - Med. & H.D.,General public,automotive recall,Vehicles,2018,May
3815,2018-05-22,BLUE BIRD,School Bus recalled by BLUE BIRD,Powertrain,2,School Bus,Transport Canada,General public,automotive recall,Vehicles,2018,May
3816,2018-05-23,TOYOTA,Car recalled by TOYOTA,Engine,1,Car,Transport Canada,General public,automotive recall,Vehicles,2018,May
3817,2018-05-29,BMW,Car recalled by BMW,Fuel Supply,1,Car,Transport Canada,General public,automotive recall,Vehicles,2018,May
3818,2018-05-29,WINNEBAGO,Motorhome recalled by WINNEBAGO INDUSTRIES,Accessories,2,Motorhome,Transport Canada,General public,automotive recall,Vehicles,2018,May
3819,2018-05-29,KENWORTH,Truck - Med. & H.D. recalled by PACCAR,Structure,1,Truck - Med. & H.D.,Transport Canada,General public,automotive recall,Vehicles,2018,May
3820,2018-05-29,CHEVROLET,Car recalled by GENERAL MOTORS,Fuel Supply,3,Car,Transport Canada,General public,automotive recall,Vehicles,2018,May
3821,2018-05-29,NEWMAR,Motorhome recalled by NEWMAR,Structure,2,Motorhome,Transport Canada,General public,automotive recall,Vehicles,2018,May
3822,2018-05-29,LOOK TRAILERS,Light Trailer recalled by LGS INDUSTRIES,Structure,2,Light Trailer,Transport Canada,General public,automotive recall,Vehicles,2018,May
3823,2018-05-30,VOLKSWAGEN,SUV recalled by VOLKSWAGEN,Suspension,1,SUV,Transport Canada,General public,automotive recall,Vehicles,2018,May
3824,2018-06-01,DODGE,Car recalled by FIAT CHRYSLER AUTOMOBILES,Powertrain,4,Car,Transport Canada,General public,automotive recall,Vehicles,2018,June
3825,2018-06-01,RAM,Chassis Cab recalled by FIAT CHRYSLER AUTOMOBILES,Brakes,2,Chassis Cab,Transport Canada,General public,automotive recall,Vehicles,2018,June
3826,2018-06-01,JEEP,SUV recalled by FIAT CHRYSLER AUTOMOBILES,Suspension,1,SUV,Transport Canada,General public,automotive recall,Vehicles,2018,June
3827,2018-06-01,VOLKSWAGEN,SUV recalled by VOLKSWAGEN,Fuel Supply,1,SUV,Transport Canada,General public,automotive recall,Vehicles,2018,June
3828,2018-06-01,AMERICAN COACH,Motorhome recalled by REV RECREATION GROUP,Steering,9,Motorhome,Transport Canada,General public,automotive recall,Vehicles,2018,June
3829,2018-06-01,BMW,Car recalled by BMW,Electrical,2,Car,Transport Canada,General public,automotive recall,Vehicles,2018,June
3830,2018-06-01,COACHMEN,RV Trailer recalled by FOREST RIVER,Label,1,RV Trailer,Transport Canada,General public,automotive recall,Vehicles,2018,June
3831,2018-06-01,DODGE,Light Truck & Van recalled by FIAT CHRYSLER AUTOMOBILES,Fuel Supply,6,Light Truck & Van,Transport Canada,General public,automotive recall,Vehicles,2018,June
3832,2018-06-01,AUTOCAR,Truck - Med. & H.D. recalled by AUTOCAR,Steering,2,Truck - Med. & H.D.,Transport Canada,General public,automotive recall,Vehicles,2018,June
3833,2018-06-04,JEEP,SUV recalled by FIAT CHRYSLER AUTOMOBILES,Engine,1,SUV,Transport Canada,General public,automotive recall,Vehicles,2018,June
3834,2018-06-04,JEEP,SUV recalled by FIAT CHRYSLER AUTOMOBILES,Steering,1,SUV,Transport Canada,General public,automotive recall,Vehicles,2018,June
3835,2018-06-04,CHEVROLET,Car recalled by GENERAL MOTORS,Seats And Restraints,1,Car,Transport Canada,General public,automotive recall,Vehicles,2018,June
3836,2018-06-05,VOLKSWAGEN,Car recalled by VOLKSWAGEN,Lights And Instruments,3,Car,Transport Canada,General public,automotive recall,Vehicles,2018,June
3837,2018-06-05,KIA,Minivan recalled by KIA,Structure,5,Minivan,Transport Canada,General public,automotive recall,Vehicles,2018,June
3838,2018-06-05,FORD,SUV recalled by BEARING TECHNOLOGIES INC.,Other,8,SUV,Transport Canada,General public,automotive recall,Vehicles,2018,June
3839,2018-06-06,CHEVROLET,Car recalled by GENERAL MOTORS,Airbag,1,Car,Transport Canada,General public,automotive recall,Vehicles,2018,June
3840,2018-06-06,ARGO,A.T.V. recalled by ARGO XTV,Engine,2,A.T.V.,Transport Canada,General public,automotive recall,Vehicles,2018,June
3841,2018-06-08,LEXUS,Car recalled by TOYOTA,Airbag,7,Car,Vehicles - SUV,General public,automotive recall,Vehicles,2018,June
3842,2018-06-08,MASERATI,Car recalled by MASERATI,Structure,3,Car,Transport Canada,General public,automotive recall,Vehicles,2018,June
3843,2018-06-08,DUCATI,Motorcycle recalled by DUCATI,Fuel Supply,2,Motorcycle,Transport Canada,General public,automotive recall,Vehicles,2018,June
3844,2018-06-08,VOLKSWAGEN,SUV recalled by VOLKSWAGEN,Airbag,2,SUV,Transport Canada,General public,automotive recall,Vehicles,2018,June
3845,2018-06-08,BMW,SUV recalled by BMW,Steering,1,SUV,Transport Canada,General public,automotive recall,Vehicles,2018,June
3846,2018-06-11,KIA,Car recalled by KIA,Electrical,16,Car,Transport Canada,General public,automotive recall,Vehicles,2018,June
3847,2018-06-11,KIA,Car recalled by KIA,Brakes,6,Car,Transport Canada,General public,automotive recall,Vehicles,2018,June
3848,2018-06-12,KIA,SUV recalled by KIA,Engine,1,SUV,Transport Canada,General public,automotive recall,Vehicles,2018,June
3849,2018-06-13,NEWMAR,Motorhome recalled by NEWMAR,Structure,1,Motorhome,Transport Canada,General public,automotive recall,Vehicles,2018,June
3850,2018-06-15,FOREST RIVER,Motorhome recalled by FOREST RIVER,Brakes,1,Motorhome,Transport Canada,General public,automotive recall,Vehicles,2018,June
3851,2018-06-18,DOEPKER,Heavy Trailer recalled by DOEPKER,Structure,2,Heavy Trailer,Transport Canada,General public,automotive recall,Vehicles,2018,June
3852,2018-06-18,TECHNO,Tire recalled by TECHNO PNEU,Tires,15,Tire,Transport Canada,General public,automotive recall,Vehicles,2018,June
3853,2018-06-18,FREIGHTLINER,Truck - Med. & H.D. recalled by DAIMLER TRUCK NORTH AMERICA,Brakes,2,Truck - Med. & H.D.,Transport Canada,General public,automotive recall,Vehicles,2018,June
