,Unnamed: 0,Last_updated,Brand,Product,Issue,Nb_affected_models,Alert / recall type,Category,Published by,Audience,Recall type,Identification number
0,0,2011-01-12,MILLER,Light Trailer recalled by MILLER ELECTRIC,Vehicle - Suspension,2,Automotive recall,Vehicles - Light Trailer,Transport Canada,General public,automotive recall,2011001
1,0,2011-01-18,SPARTAN,Truck - Med. & H.D. recalled by SPARTAN,Vehicle - Suspension,4,Automotive recall,Vehicles - Truck - Med. & H.D.,Transport Canada,General public,automotive recall,2010450
2,0,2011-01-19,DUTCHMEN,RV Trailer recalled by DUTCHMEN,Vehicle - Fuel Supply,2,Automotive recall,Vehicles - RV Trailer,Transport Canada,General public,automotive recall,2011009
3,0,2011-01-19,TRIUMPH,Motorcycle recalled by TRIUMPH,Vehicle - Engine,2,Automotive recall,Vehicles - Motorcycle,Transport Canada,General public,automotive recall,2010462
4,0,2011-01-19,DUCATI,Motorcycle recalled by DUCATI,Vehicle - Engine,1,Automotive recall,Vehicles - Motorcycle,Transport Canada,General public,automotive recall,2011005
5,0,2011-01-19,CASTLETON,Heavy Trailer recalled by CASTLETON,Vehicle - Accessories,6,Automotive recall,Vehicles - Heavy Trailer,Transport Canada,General public,automotive recall,2011017
6,0,2011-01-21,CADILLAC,Light Truck & Van recalled by GENERAL MOTORS,Vehicle - Suspension,14,Automotive recall,Vehicles - Light Truck & Van,Vehicles - SUV,Transport Canada,automotive recall,2010454
7,0,2011-01-28,VAN-ACTION,Minivan recalled by VAN-ACTION 2005,Vehicle - Brakes,12,Automotive recall,Vehicles - Minivan,Transport Canada,General public,automotive recall,2011021
8,0,2011-01-28,INTERNATIONAL,Truck - Med. & H.D. recalled by NAVISTAR,Vehicle - Powertrain,1,Automotive recall,Vehicles - Truck - Med. & H.D.,Transport Canada,General public,automotive recall,2010455
9,0,2011-02-02,DUCATI,Motorcycle recalled by DUCATI,Vehicle - Fuel Supply,14,Automotive recall,Vehicles - Motorcycle,Transport Canada,General public,automotive recall,2011031
10,0,2011-02-02,COACHMEN,RV Trailer recalled by COACHMEN,Vehicle - Accessories,2,Automotive recall,Vehicles - RV Trailer,Transport Canada,General public,automotive recall,2011030
11,0,2011-02-08,CADILLAC,SUV recalled by GENERAL MOTORS,Vehicle - Seats And Restraints,3,Automotive recall,Vehicles - SUV,Transport Canada,General public,automotive recall,2010446
12,0,2011-02-11,FORD,Light Truck & Van recalled by FORD,Vehicle - Other,2,Automotive recall,Vehicles - Light Truck & Van,Transport Canada,General public,automotive recall,2011047
13,0,2011-02-14,BMW,Motorcycle recalled by BMW,Vehicle - Electrical,3,Automotive recall,Vehicles - Motorcycle,Transport Canada,General public,automotive recall,2010066
14,0,2011-02-14,MCI,Bus recalled by MOTOR COACH INDUSTRIES,Vehicle - Other,23,Automotive recall,Vehicles - Bus,Transport Canada,General public,automotive recall,2010067
15,0,2011-02-14,TRIPLE E,Motorhome recalled by TRIPLE E,Vehicle - Other,1,Automotive recall,Vehicles - Motorhome,Transport Canada,General public,automotive recall,2010068
16,0,2011-02-14,NOVA BUS,Bus recalled by NOVA BUS,Vehicle - Fuel Supply,2,Automotive recall,Vehicles - Bus,Transport Canada,General public,automotive recall,2010065
17,0,2011-02-14,ITASCA,Motorhome recalled by WINNEBAGO INDUSTRIES,Vehicle - Electrical,4,Automotive recall,Vehicles - Motorhome,Transport Canada,General public,automotive recall,2010069
18,0,2011-02-14,NITTO,Tire recalled by TOYO,Vehicle - Tires,3,Automotive recall,Vehicles - Tire,Transport Canada,General public,automotive recall,2010064
19,0,2011-02-14,BLUE BIRD,School Bus recalled by BLUE BIRD,Vehicle - Structure,1,Automotive recall,Vehicles - School Bus,Transport Canada,General public,automotive recall,2010063
20,0,2011-02-14,ELGIN SWEEPER,Truck - Med. & H.D. recalled by ELGIN SWEEPER,Vehicle - Brakes,6,Automotive recall,Vehicles - Truck - Med. & H.D.,Transport Canada,General public,automotive recall,2010071
21,0,2011-02-14,NISSAN,SUV recalled by NISSAN,Vehicle - Fuel Supply,6,Automotive recall,Vehicles - SUV,Transport Canada,General public,automotive recall,2010061
22,0,2011-02-14,INFINITI,Light Truck & Van recalled by NISSAN,Vehicle - Fuel Supply,15,Automotive recall,Vehicles - Light Truck & Van,Vehicles - SUV,Transport Canada,automotive recall,2010060
23,0,2011-02-14,JEEP,SUV recalled by FIAT CHRYSLER AUTOMOBILES,Vehicle - Suspension,2,Automotive recall,Vehicles - SUV,Transport Canada,General public,automotive recall,2010070
24,0,2011-02-14,CHEVROLET,Car recalled by GENERAL MOTORS,Vehicle - Steering,12,Automotive recall,Vehicles - Car,Transport Canada,General public,automotive recall,2010059
25,0,2011-02-14,WILSON,Heavy Trailer recalled by WILSON,Vehicle - Structure,9,Automotive recall,Vehicles - Heavy Trailer,Transport Canada,General public,automotive recall,2010057
26,0,2011-02-14,AUTOCAR,Truck - Med. & H.D. recalled by AUTOCAR,Vehicle - Steering,2,Automotive recall,Vehicles - Truck - Med. & H.D.,Transport Canada,General public,automotive recall,2010054
27,0,2011-02-14,BLUE BIRD,School Bus recalled by BLUE BIRD,Vehicle - Electrical,1,Automotive recall,Vehicles - School Bus,Transport Canada,General public,automotive recall,2010052
28,0,2011-02-14,INFINITI,Light Truck & Van recalled by NISSAN,Vehicle - Brakes,11,Automotive recall,Vehicles - Light Truck & Van,Vehicles - SUV,Transport Canada,automotive recall,2010062
29,0,2011-02-14,CHEVROLET,Light Truck & Van recalled by GENERAL MOTORS,Vehicle - Heater And Defroster,4,Automotive recall,Vehicles - Light Truck & Van,Transport Canada,General public,automotive recall,2010072
30,0,2011-02-14,CADILLAC,Car recalled by GENERAL MOTORS,Vehicle - Brakes,5,Automotive recall,Vehicles - Car,Transport Canada,General public,automotive recall,2010080
31,0,2011-02-14,ELGIN SWEEPER,Truck - Med. & H.D. recalled by ELGIN SWEEPER,Vehicle - Steering,6,Automotive recall,Vehicles - Truck - Med. & H.D.,Transport Canada,General public,automotive recall,2010075
32,0,2011-02-14,ALUMA,Light Trailer recalled by ALUMA TOWER COMPANY,Vehicle - Accessories,1,Automotive recall,Vehicles - Light Trailer,Transport Canada,General public,automotive recall,2010094
33,0,2011-02-14,GOSHEN,Bus recalled by GOSHEN,Vehicle - Other,15,Automotive recall,Vehicles - Bus,Transport Canada,General public,automotive recall,2010091
34,0,2011-02-14,MICRO BIRD,School Bus recalled by MICRO BIRD,Vehicle - Other,1,Automotive recall,Vehicles - School Bus,Transport Canada,General public,automotive recall,2010090
35,0,2011-02-14,GIRARDIN,Bus recalled by MICRO BIRD,Vehicle - Other,16,Automotive recall,Vehicles - Bus,Vehicles - School Bus,Transport Canada,automotive recall,2010089
36,0,2011-02-14,INFINITI,Light Truck & Van recalled by NISSAN,Vehicle - Powertrain,6,Automotive recall,Vehicles - Light Truck & Van,Vehicles - SUV,Transport Canada,automotive recall,2010088
37,0,2011-02-14,NISSAN,Light Truck & Van recalled by NISSAN,Vehicle - Other,3,Automotive recall,Vehicles - Light Truck & Van,Vehicles - SUV,Transport Canada,automotive recall,2010086
38,0,2011-02-14,NISSAN,Light Truck & Van recalled by NISSAN,Vehicle - Airbag,3,Automotive recall,Vehicles - Light Truck & Van,Vehicles - SUV,Transport Canada,automotive recall,2010085
39,0,2011-02-14,GOSHEN,Bus recalled by GOSHEN,Vehicle - Other,15,Automotive recall,Vehicles - Bus,Transport Canada,General public,automotive recall,2010084
40,0,2011-02-14,VOLVO,Truck - Med. & H.D. recalled by VOLVO TRUCKS,Vehicle - Other,2,Automotive recall,Vehicles - Truck - Med. & H.D.,Transport Canada,General public,automotive recall,2010083
41,0,2011-02-14,MCI,Bus recalled by MOTOR COACH INDUSTRIES,Vehicle - Other,7,Automotive recall,Vehicles - Bus,Transport Canada,General public,automotive recall,2010082
42,0,2011-02-14,ENTEGRA COACH,Motorhome recalled by ENTEGRA COACH,Vehicle - Brakes,2,Automotive recall,Vehicles - Motorhome,Transport Canada,General public,automotive recall,2010051
43,0,2011-02-14,HONDA,Minivan recalled by HONDA,Vehicle - Brakes,4,Automotive recall,Vehicles - Minivan,Vehicles - SUV,Transport Canada,automotive recall,2010079
44,0,2011-02-14,INTERNATIONAL,Bus recalled by NAVISTAR,Vehicle - Brakes,48,Automotive recall,Vehicles - Bus,Vehicles - School Bus,Vehicles - Truck - Med. & H.D.,automotive recall,2010078
45,0,2011-02-14,THOMAS BUILT,School Bus recalled by DAIMLER TRUCK NORTH AMERICA,Vehicle - Other,4,Automotive recall,Vehicles - School Bus,Transport Canada,General public,automotive recall,2010077
46,0,2011-02-14,FREIGHTLINER,Truck - Med. & H.D. recalled by DAIMLER TRUCK NORTH AMERICA,Vehicle - Seats And Restraints,3,Automotive recall,Vehicles - Truck - Med. & H.D.,Transport Canada,General public,automotive recall,2010076
47,0,2011-02-14,HYUNDAI,Car recalled by HYUNDAI,Vehicle - Other,1,Automotive recall,Vehicles - Car,Transport Canada,General public,automotive recall,2010074
48,0,2011-02-14,MITSUBISHI,SUV recalled by MITSUBISHI,Vehicle - Fuel Supply,1,Automotive recall,Vehicles - SUV,Transport Canada,General public,automotive recall,2010050
49,0,2011-02-14,AUTOCAR,Truck - Med. & H.D. recalled by AUTOCAR,Vehicle - Structure,6,Automotive recall,Vehicles - Truck - Med. & H.D.,Transport Canada,General public,automotive recall,2010055
50,0,2011-02-14,NOVA BUS,Bus recalled by NOVA BUS,Vehicle - Other,4,Automotive recall,Vehicles - Bus,Transport Canada,General public,automotive recall,2010048
51,0,2011-02-14,TIFFIN,Motorhome recalled by TIFFIN,Vehicle - Other,3,Automotive recall,Vehicles - Motorhome,Transport Canada,General public,automotive recall,2010001
52,0,2011-02-14,METALFAB,Truck - Med. & H.D. recalled by METALFAB,Vehicle - Label,5,Automotive recall,Vehicles - Truck - Med. & H.D.,Transport Canada,General public,automotive recall,2010002
53,0,2011-02-14,METALFAB,Truck - Med. & H.D. recalled by METALFAB,Vehicle - Lights And Instruments,30,Automotive recall,Vehicles - Truck - Med. & H.D.,Transport Canada,General public,automotive recall,2010003
54,0,2011-02-14,MAZDA,SUV recalled by MAZDA,Vehicle - Seats And Restraints,1,Automotive recall,Vehicles - SUV,Transport Canada,General public,automotive recall,2010049
55,0,2011-02-14,TIFFIN,Motorhome recalled by TIFFIN,Vehicle - Brakes,3,Automotive recall,Vehicles - Motorhome,Transport Canada,General public,automotive recall,2010007
56,0,2011-02-14,ACURA,SUV recalled by HONDA,Vehicle - Other,1,Automotive recall,Vehicles - SUV,Transport Canada,General public,automotive recall,2010008
57,0,2011-02-14,BRAUNABILITY,Minivan recalled by BRAUNABILITY,Vehicle - Suspension,9,Automotive recall,Vehicles - Minivan,Transport Canada,General public,automotive recall,2010010
58,0,2011-02-14,ITASCA,Motorhome recalled by WINNEBAGO INDUSTRIES,Vehicle - Brakes,4,Automotive recall,Vehicles - Motorhome,Transport Canada,General public,automotive recall,2010011
59,0,2011-02-14,TOYOTA,Car recalled by TOYOTA,Vehicle - Other,24,Automotive recall,Vehicles - Car,Vehicles - Light Truck & Van,Vehicles - SUV,automotive recall,2010012
60,0,2011-02-14,PONTIAC,Car recalled by GENERAL MOTORS,Vehicle - Engine,2,Automotive recall,Vehicles - Car,Transport Canada,General public,automotive recall,2010015
61,0,2011-02-14,BMW,SUV recalled by BMW,Vehicle - Visual System,2,Automotive recall,Vehicles - SUV,Transport Canada,General public,automotive recall,2010017
62,0,2011-02-14,HONDA,Light Truck & Van recalled by HONDA,Vehicle - Other,2,Automotive recall,Vehicles - Light Truck & Van,Transport Canada,General public,automotive recall,2010018
63,0,2011-02-14,FOUR WINDS,Motorhome recalled by FOUR WINDS,Vehicle - Brakes,7,Automotive recall,Vehicles - Motorhome,Transport Canada,General public,automotive recall,2010019
64,0,2011-02-14,INTERNATIONAL,Truck - Med. & H.D. recalled by NAVISTAR,Vehicle - Brakes,2,Automotive recall,Vehicles - Truck - Med. & H.D.,Transport Canada,General public,automotive recall,2010020
65,0,2011-02-14,NOVA BUS,Bus recalled by NOVA BUS,Vehicle - Engine,2,Automotive recall,Vehicles - Bus,Transport Canada,General public,automotive recall,2010021
66,0,2011-02-14,ORION,Bus recalled by DAIMLERCHRYSLER COMMERCIAL BUSES,Vehicle - Engine,11,Automotive recall,Vehicles - Bus,Transport Canada,General public,automotive recall,2010006
67,0,2011-02-14,TOYOTA,Car recalled by TOYOTA,Vehicle - Brakes,1,Automotive recall,Vehicles - Car,Transport Canada,General public,automotive recall,2010038
68,0,2011-02-14,CHEVROLET,Car recalled by GENERAL MOTORS,Vehicle - Brakes,1,Automotive recall,Vehicles - Car,Transport Canada,General public,automotive recall,2010047
69,0,2011-02-14,FOREST RIVER,Motorhome recalled by FOREST RIVER,Vehicle - Brakes,2,Automotive recall,Vehicles - Motorhome,Transport Canada,General public,automotive recall,2010046
70,0,2011-02-14,TOYOTA,Light Truck & Van recalled by TOYOTA,Vehicle - Powertrain,1,Automotive recall,Vehicles - Light Truck & Van,Transport Canada,General public,automotive recall,2010043
71,0,2011-02-14,VAN-ACTION,Minivan recalled by VAN-ACTION 2005,Vehicle - Suspension,2,Automotive recall,Vehicles - Minivan,Transport Canada,General public,automotive recall,2010041
72,0,2011-02-14,OSHKOSH,Truck - Med. & H.D. recalled by OSHKOSH CORPORATION,Vehicle - Other,3,Automotive recall,Vehicles - Truck - Med. & H.D.,Transport Canada,General public,automotive recall,2010036
73,0,2011-02-14,SPARTAN,RV Chassis recalled by SPARTAN,Vehicle - Brakes,3,Automotive recall,Vehicles - RV Chassis,Transport Canada,General public,automotive recall,2010035
74,0,2011-02-14,FORD,Car recalled by FORD,Vehicle - Label,1,Automotive recall,Vehicles - Car,Transport Canada,General public,automotive recall,2010022
75,0,2011-02-14,MERCEDES-BENZ,Light Truck & Van recalled by MERCEDES-BENZ,Vehicle - Engine,1,Automotive recall,Vehicles - Light Truck & Van,Transport Canada,General public,automotive recall,2010033
76,0,2011-02-14,TRIPLE E,Motorhome recalled by TRIPLE E,Vehicle - Brakes,3,Automotive recall,Vehicles - Motorhome,Transport Canada,General public,automotive recall,2010032
77,0,2011-02-14,KAWASAKI,Motorcycle recalled by KAWASAKI,Vehicle - Engine,2,Automotive recall,Vehicles - Motorcycle,Transport Canada,General public,automotive recall,2010029
78,0,2011-02-14,ELDORADO,Bus recalled by ELDORADO,Vehicle - Lights And Instruments,12,Automotive recall,Vehicles - Bus,Transport Canada,General public,automotive recall,2010027
79,0,2011-02-14,MAXI-COSI,Child Car Seat recalled by DOREL,Vehicle - Seats And Restraints,5,Automotive recall,Vehicles - Child Car Seat,Transport Canada,General public,automotive recall,2010024
80,0,2011-02-14,PONTIAC,Car recalled by GENERAL MOTORS,Vehicle - Other,2,Automotive recall,Vehicles - Car,Transport Canada,General public,automotive recall,2010034
81,0,2011-02-15,FLEETWOOD,Motorhome recalled by FLEETWOOD,Vehicle - Electrical,5,Automotive recall,Vehicles - Motorhome,Transport Canada,General public,automotive recall,2010192
82,0,2011-02-15,THOMAS BUILT,School Bus recalled by DAIMLER TRUCK NORTH AMERICA,Vehicle - Other,1,Automotive recall,Vehicles - School Bus,Transport Canada,General public,automotive recall,2010188
83,0,2011-02-15,BUICK,Car recalled by GENERAL MOTORS,Vehicle - Accessories,53,Automotive recall,Vehicles - Car,Vehicles - Light Truck & Van,Vehicles - SUV,automotive recall,2010189
84,0,2011-02-15,VOLKSWAGEN,Minivan recalled by VOLKSWAGEN,Vehicle - Other,1,Automotive recall,Vehicles - Minivan,Transport Canada,General public,automotive recall,2010191
85,0,2011-02-15,BIG TEX,Heavy Trailer recalled by BIG TEX TRAILERS,Vehicle - Other,2,Automotive recall,Vehicles - Heavy Trailer,Transport Canada,General public,automotive recall,2010173
86,0,2011-02-15,SUZUKI,SUV recalled by SUZUKI,Vehicle - Engine,2,Automotive recall,Vehicles - SUV,Transport Canada,General public,automotive recall,2010197
87,0,2011-02-15,METALFAB,Light Trailer recalled by YAMAHA,Vehicle - Brakes,1,Automotive recall,Vehicles - Light Trailer,Transport Canada,General public,automotive recall,2010194
88,0,2011-02-15,KENWORTH,Truck - Med. & H.D. recalled by PACCAR,Vehicle - Other,2,Automotive recall,Vehicles - Truck - Med. & H.D.,Transport Canada,General public,automotive recall,2010195
89,0,2011-02-15,BMW,Car recalled by BMW,Vehicle - Seats And Restraints,5,Automotive recall,Vehicles - Car,Transport Canada,General public,automotive recall,2010196
90,0,2011-02-15,CHRYSLER,Minivan recalled by FIAT CHRYSLER AUTOMOBILES,Vehicle - Electrical,4,Automotive recall,Vehicles - Minivan,Transport Canada,General public,automotive recall,2010186
91,0,2011-02-15,VOLVO,Car recalled by VOLVO,Vehicle - Powertrain,4,Automotive recall,Vehicles - Car,Transport Canada,General public,automotive recall,2010193
92,0,2011-02-15,JEEP,SUV recalled by FIAT CHRYSLER AUTOMOBILES,Vehicle - Brakes,4,Automotive recall,Vehicles - SUV,Transport Canada,General public,automotive recall,2010185
93,0,2011-02-15,STARTRANS,Bus recalled by STARTRANS,Vehicle - Other,3,Automotive recall,Vehicles - Bus,Transport Canada,General public,automotive recall,2010175
94,0,2011-02-15,KEYSTONE,RV Trailer recalled by KEYSTONE,Vehicle - Electrical,2,Automotive recall,Vehicles - RV Trailer,Transport Canada,General public,automotive recall,2010183
95,0,2011-02-15,KEYSTONE,RV Trailer recalled by KEYSTONE,Vehicle - Other,1,Automotive recall,Vehicles - RV Trailer,Transport Canada,General public,automotive recall,2010181
96,0,2011-02-15,KEYSTONE,RV Trailer recalled by KEYSTONE,Vehicle - Other,1,Automotive recall,Vehicles - RV Trailer,Transport Canada,General public,automotive recall,2010180
97,0,2011-02-15,ITASCA,Motorhome recalled by WINNEBAGO INDUSTRIES,Vehicle - Seats And Restraints,2,Automotive recall,Vehicles - Motorhome,Transport Canada,General public,automotive recall,2010179
98,0,2011-02-15,BMW,SUV recalled by BMW,Vehicle - Label,2,Automotive recall,Vehicles - SUV,Transport Canada,General public,automotive recall,2010177
99,0,2011-02-15,MITSUBISHI FUSO,Truck - Med. & H.D. recalled by MITSUBISHI FUSO,Vehicle - Brakes,9,Automotive recall,Vehicles - Truck - Med. & H.D.,Transport Canada,General public,automotive recall,2010176
100,0,2011-02-15,NEWMAR,Motorhome recalled by NEWMAR,Vehicle - Electrical,5,Automotive recall,Vehicles - Motorhome,Transport Canada,General public,automotive recall,2010168
101,0,2011-02-15,FLEETWOOD,Motorhome recalled by FLEETWOOD,Vehicle - Seats And Restraints,1,Automotive recall,Vehicles - Motorhome,Transport Canada,General public,automotive recall,2010169
102,0,2011-02-15,CADILLAC,SUV recalled by GENERAL MOTORS,Vehicle - Engine,1,Automotive recall,Vehicles - SUV,Transport Canada,General public,automotive recall,2010170
103,0,2011-02-15,STARTRANS,Bus recalled by STARTRANS,Vehicle - Other,3,Automotive recall,Vehicles - Bus,Transport Canada,General public,automotive recall,2010172
104,0,2011-02-15,IC BUS,Bus recalled by NAVISTAR,Vehicle - Other,19,Automotive recall,Vehicles - Bus,Vehicles - School Bus,Transport Canada,automotive recall,2010198
105,0,2011-02-15,DODGE,Car recalled by FIAT CHRYSLER AUTOMOBILES,Vehicle - Other,2,Automotive recall,Vehicles - Car,Vehicles - SUV,Transport Canada,automotive recall,2010184
106,0,2011-02-15,IC BUS,School Bus recalled by NAVISTAR,Vehicle - Other,2,Automotive recall,Vehicles - School Bus,Transport Canada,General public,automotive recall,2010199
107,0,2011-02-15,ACURA,SUV recalled by HONDA,Vehicle - Airbag,1,Automotive recall,Vehicles - SUV,Transport Canada,General public,automotive recall,2010115
108,0,2011-02-15,INTERNATIONAL,Bus recalled by NAVISTAR,Vehicle - Powertrain,48,Automotive recall,Vehicles - Bus,Vehicles - School Bus,Vehicles - Truck - Med. & H.D.,automotive recall,2010202
109,0,2011-02-15,SPARTAN,Chassis Cab recalled by SPARTAN,Vehicle - Electrical,8,Automotive recall,Vehicles - Chassis Cab,Vehicles - Truck - Med. & H.D.,Transport Canada,automotive recall,2010245
110,0,2011-02-15,FOREST RIVER,Motorhome recalled by FOREST RIVER,Vehicle - Fabrics,2,Automotive recall,Vehicles - Motorhome,Transport Canada,General public,automotive recall,2010236
111,0,2011-02-15,MERCEDES-BENZ,Light Truck & Van recalled by MERCEDES-BENZ,Vehicle - Engine,1,Automotive recall,Vehicles - Light Truck & Van,Transport Canada,General public,automotive recall,2010234
112,0,2011-02-15,SKI-DOO,Snowmobile recalled by BOMBARDIER RECREATIONAL PRODUCTS,Vehicle - Fuel Supply,7,Automotive recall,Vehicles - Snowmobile,Transport Canada,General public,automotive recall,2010232
113,0,2011-02-15,SUZUKI,Light Truck & Van recalled by SUZUKI,Vehicle - Suspension,1,Automotive recall,Vehicles - Light Truck & Van,Transport Canada,General public,automotive recall,2010166
114,0,2011-02-15,CHEVROLET,Light Truck & Van recalled by GENERAL MOTORS,Vehicle - Electrical,2,Automotive recall,Vehicles - Light Truck & Van,Transport Canada,General public,automotive recall,2010231
115,0,2011-02-15,KAWASAKI,Motorcycle recalled by KAWASAKI,Vehicle - Other,2,Automotive recall,Vehicles - Motorcycle,Transport Canada,General public,automotive recall,2010230
116,0,2011-02-15,FREIGHTLINER,Bus recalled by DAIMLER TRUCK NORTH AMERICA,Vehicle - Steering,12,Automotive recall,Vehicles - Bus,Vehicles - School Bus,Vehicles - Truck - Med. & H.D.,automotive recall,2010227
117,0,2011-02-15,NOVA BUS,Bus recalled by NOVA BUS,Vehicle - Brakes,4,Automotive recall,Vehicles - Bus,Transport Canada,General public,automotive recall,2010226
118,0,2011-02-15,KAWASAKI,Motorcycle recalled by KAWASAKI,Vehicle - Brakes,1,Automotive recall,Vehicles - Motorcycle,Transport Canada,General public,automotive recall,2010225
119,0,2011-02-15,BLUE BIRD,School Bus recalled by BLUE BIRD,Vehicle - Fuel Supply,5,Automotive recall,Vehicles - School Bus,Transport Canada,General public,automotive recall,2010224
120,0,2011-02-15,INTERNATIONAL,Truck - Med. & H.D. recalled by NAVISTAR,Vehicle - Steering,7,Automotive recall,Vehicles - Truck - Med. & H.D.,Transport Canada,General public,automotive recall,2010200
121,0,2011-02-15,BLUE BIRD,School Bus recalled by BLUE BIRD,Vehicle - Steering,1,Automotive recall,Vehicles - School Bus,Transport Canada,General public,automotive recall,2010222
122,0,2011-02-15,WORKHORSE,RV Chassis recalled by NAVISTAR,Vehicle - Fuel Supply,1,Automotive recall,Vehicles - RV Chassis,Transport Canada,General public,automotive recall,2010220
123,0,2011-02-15,INFINITI,SUV recalled by NISSAN,Vehicle - Airbag,2,Automotive recall,Vehicles - SUV,Transport Canada,General public,automotive recall,2010219
124,0,2011-02-15,ROLL-RITE,Equipment recalled by ROLL-RITE,Vehicle - Other,9,Automotive recall,Vehicles - Equipment,Transport Canada,General public,automotive recall,2010217
125,0,2011-02-15,KENWORTH,Truck - Med. & H.D. recalled by PACCAR,Vehicle - Steering,29,Automotive recall,Vehicles - Truck - Med. & H.D.,Transport Canada,General public,automotive recall,2010216
126,0,2011-02-15,FLEETWOOD,Motorhome recalled by FLEETWOOD,Vehicle - Other,2,Automotive recall,Vehicles - Motorhome,Transport Canada,General public,automotive recall,2010213
127,0,2011-02-15,CATERPILLAR,Equipment recalled by CATERPILLAR,Vehicle - Fuel Supply,4,Automotive recall,Vehicles - Equipment,Transport Canada,General public,automotive recall,2010211
128,0,2011-02-15,LEXUS,Car recalled by TOYOTA,Vehicle - Fuel Supply,1,Automotive recall,Vehicles - Car,Transport Canada,General public,automotive recall,2010210
129,0,2011-02-15,VOLVO,Truck - Med. & H.D. recalled by VOLVO TRUCKS,Vehicle - Suspension,12,Automotive recall,Vehicles - Truck - Med. & H.D.,Transport Canada,General public,automotive recall,2010209
130,0,2011-02-15,BRIDGESTONE,Tire recalled by BRIDGESTONE-FIRESTONE,Vehicle - Tires,2,Automotive recall,Vehicles - Tire,Transport Canada,General public,automotive recall,2010208
131,0,2011-02-15,SUBARU,Car recalled by SUBARU,Vehicle - Electrical,2,Automotive recall,Vehicles - Car,Transport Canada,General public,automotive recall,2010205
132,0,2011-02-15,BMW,Motorcycle recalled by BMW,Vehicle - Brakes,15,Automotive recall,Vehicles - Motorcycle,Transport Canada,General public,automotive recall,2010204
133,0,2011-02-15,LEXUS,Car recalled by TOYOTA,Vehicle - Engine,13,Automotive recall,Vehicles - Car,Transport Canada,General public,automotive recall,2010221
134,0,2011-02-15,FLEETWOOD,Motorhome recalled by FLEETWOOD,Vehicle - Fuel Supply,5,Automotive recall,Vehicles - Motorhome,Transport Canada,General public,automotive recall,2010165
135,0,2011-02-15,BLUE BIRD,School Bus recalled by BLUE BIRD,Vehicle - Lights And Instruments,2,Automotive recall,Vehicles - School Bus,Transport Canada,General public,automotive recall,2010111
136,0,2011-02-15,BRAUNABILITY,Minivan recalled by BRAUNABILITY,Vehicle - Suspension,6,Automotive recall,Vehicles - Minivan,Transport Canada,General public,automotive recall,2010162
137,0,2011-02-15,BRAUNABILITY,Minivan recalled by BRAUNABILITY,Vehicle - Other,6,Automotive recall,Vehicles - Minivan,Transport Canada,General public,automotive recall,2010163
138,0,2011-02-15,VOLVO,SUV recalled by VOLVO,Vehicle - Fuel Supply,1,Automotive recall,Vehicles - SUV,Transport Canada,General public,automotive recall,2010127
139,0,2011-02-15,LEXUS,SUV recalled by TOYOTA,Vehicle - Other,1,Automotive recall,Vehicles - SUV,Transport Canada,General public,automotive recall,2010126
140,0,2011-02-15,KARAVAN TRAILERS,Light Trailer recalled by BOMBARDIER RECREATIONAL PRODUCTS,Vehicle - Brakes,15,Automotive recall,Vehicles - Light Trailer,Transport Canada,General public,automotive recall,2010125
141,0,2011-02-15,TOYOTA,Light Truck & Van recalled by TOYOTA,Vehicle - Accessories,10,Automotive recall,Vehicles - Light Truck & Van,Vehicles - SUV,Transport Canada,automotive recall,2010124
142,0,2011-02-15,FORD,Car recalled by FORD,Vehicle - Seats And Restraints,3,Automotive recall,Vehicles - Car,Vehicles - SUV,Transport Canada,automotive recall,2010122
143,0,2011-02-15,WORKHORSE,RV Chassis recalled by NAVISTAR,Vehicle - Electrical,3,Automotive recall,Vehicles - RV Chassis,Transport Canada,General public,automotive recall,2010121
144,0,2011-02-15,NITTO,Tire recalled by TOYO,Vehicle - Tires,1,Automotive recall,Vehicles - Tire,Transport Canada,General public,automotive recall,2010120
145,0,2011-02-15,VACTOR,Truck - Med. & H.D. recalled by VACTOR,Vehicle - Other,19,Automotive recall,Vehicles - Truck - Med. & H.D.,Transport Canada,General public,automotive recall,2010116
146,0,2011-02-15,ELDORADO,Bus recalled by ELDORADO,Vehicle - Other,15,Automotive recall,Vehicles - Bus,Transport Canada,General public,automotive recall,2010249
147,0,2011-02-15,INFINITI,Car recalled by NISSAN,Vehicle - Electrical,5,Automotive recall,Vehicles - Car,Transport Canada,General public,automotive recall,2010129
148,0,2011-02-15,GLAVAL,Bus recalled by GLAVAL,Vehicle - Other,2,Automotive recall,Vehicles - Bus,Transport Canada,General public,automotive recall,2010113
149,0,2011-02-15,ROADTREK,Motorhome recalled by ROADTREK,Vehicle - Electrical,18,Automotive recall,Vehicles - Motorhome,Transport Canada,General public,automotive recall,2010246
150,0,2011-02-15,BRIDGESTONE,Tire recalled by BRIDGESTONE-FIRESTONE,Vehicle - Tires,1,Automotive recall,Vehicles - Tire,Transport Canada,General public,automotive recall,2010108
151,0,2011-02-15,CHEVROLET,Light Truck & Van recalled by GENERAL MOTORS,Vehicle - Electrical,2,Automotive recall,Vehicles - Light Truck & Van,Transport Canada,General public,automotive recall,2010106
152,0,2011-02-15,BRITAX,Child Car Seat recalled by BRITAX,Vehicle - Seats And Restraints,3,Automotive recall,Vehicles - Child Car Seat,Transport Canada,General public,automotive recall,2010103
